"Series Description","Finance rate on consumer installment loans at commercial banks, new autos 48 month loan; not seasonally adjusted","Finance rate on consumer installment loans at commercial banks, new autos 60 month loan; not seasonally adjusted","Finance rate on personal loans at commercial banks, 24 month loan; not seasonally adjusted","Commercial bank interest rate on credit card plans, all accounts; not seasonally adjusted","Commercial bank interest rate on credit card plans, accounts assessed interest; not seasonally adjusted","New car average finance rate at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Weighted-average maturity of new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Loan-to-value ratio of new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Average amount financed for new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Average maturity of new car loans at finance companies, amount of finance weighted, not seasonally adjusted","Average finance rate of new car loans at finance companies, amount of finance weighted, not seasonally adjusted","Average amount financed for new car loans at finance companies, not seasonally adjusted","Percent change of total consumer credit, seasonally adjusted at an annual rate","Percent change of total revolving consumer credit, seasonally adjusted at an annual rate","Percent change of total nonrevolving consumer credit, seasonally adjusted at an annual rate","Total consumer credit owned and securitized, seasonally adjusted level","Revolving consumer credit owned and securitized, seasonally adjusted level","Nonrevolving consumer credit owned and securitized, seasonally adjusted level","Total consumer credit owned and securitized, not seasonally adjusted level","Total consumer loans owned by depository institutions, not seasonally adjusted level","Total consumer loans owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Total consumer loans owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Total consumer loans owned by finance companies, not seasonally adjusted level","Total consumer loans owned by credit unions, not seasonally adjusted level","Total consumer loans owned by federal government, not seasonally adjusted level","Total consumer loans owned by nonprofit and educational institutions, not seasonally adjusted level","Total consumer loans owned by nonfinancial business, not seasonally adjusted level","Securitized total consumer loans, not seasonally adjusted level","Revolving consumer credit owned and securitized, not seasonally adjusted level","Consumer revolving credit owned by depository institutions, not seasonally adjusted level","Consumer revolving credit owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Consumer revolving credit owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Consumer revolving credit owned by finance companies, not seasonally adjusted level","Consumer revolving credit owned by credit unions, not seasonally adjusted level","Consumer revolving credit owned by nonfinancial business, not seasonally adjusted level","Securitized consumer revolving credit, not seasonally adjusted level","Nonrevolving consumer credit owned and securitized, not seasonally adjusted level","Nonrevolving consumer loans owned by depository institutions, not seasonally adjusted level","Nonrevolving consumer loans owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Nonrevolving consumer loans owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Nonrevolving consumer loans owned by finance companies, not seasonally adjusted level","Nonrevolving consumer loans owned by credit unions, not seasonally adjusted level","Nonrevolving consumer loans owned by federal government, not seasonally adjusted level","Nonrevolving consumer loans owned by nonprofit and educational institutions, not seasonally adjusted level","Nonrevolving consumer loans owned by nonfinancial business, not seasonally adjusted level","Securitized consumer nonrevolving credit, not seasonally adjusted level","Student loans owned and securitized, not seasonally adjusted level","Motor vehicle loans owned and securitized, not seasonally adjusted level","Total consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Total consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Total consumer loans owned by depository institutions, not seasonally adjusted flow, monthly rate","Total consumer loans owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Total consumer loans owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Total consumer loans owned by finance companies, not seasonally adjusted flow, monthly rate","Total consumer loans owned by credit unions, not seasonally adjusted flow, monthly rate","Total consumer loans owned by federal government, not seasonally adjusted flow, monthly rate","Total consumer loans owned by nonprofit and educational institutions, not seasonally adjusted flow, monthly rate","Total consumer loans owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Securitized total consumer loans, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Consumer revolving credit owned by depository institutions, not seasonally adjusted flow, monthly rate","Consumer revolving credit owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Consumer revolving credit owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Consumer revolving credit owned by finance companies, not seasonally adjusted flow, monthly rate","Consumer revolving credit owned by credit unions, not seasonally adjusted flow, monthly rate","Consumer revolving credit owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Securitized consumer revolving credit, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Nonrevolving consumer loans owned by depository institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer loans owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Nonrevolving consumer loans owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Nonrevolving consumer loans owned by finance companies, not seasonally adjusted flow, monthly rate","Nonrevolving consumer loans owned by credit unions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer loans owned by federal government, not seasonally adjusted flow, monthly rate","Nonrevolving consumer loans owned by nonprofit and educational institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer loans owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Securitized consumer nonrevolving credit, not seasonally adjusted flow, monthly rate","Student loans owned and securitized, not seasonally adjusted flow, monthly rate","Motor vehicle loans owned and securitized, not seasonally adjusted flow, monthly rate"
1988-07,ND,,ND,,,12.44,56.40,94.00,11663.00,,,,4.92,7.33,4.15,716113.02,174019.27,542093.75,713706.52,410846.00,343669.00,67177.00,143503.00,83932.00,11822.52,,63603.00,,172163.00,117068.00,108571.00,8497.00,9325.00,4568.00,41202.00,,541543.52,293778.00,235098.00,58680.00,134178.00,79364.00,11822.52,,22401.00,,,ND,2923.83,1056.09,1867.74,3578.52,2278.00,2140.00,138.00,433.00,795.00,327.52,,-255.00,,792.00,538.00,714.00,-176.00,215.00,39.00,0.00,,2786.52,1740.00,1426.00,314.00,218.00,756.00,327.52,,-255.00,,,ND
1988-08,10.93,,14.81,,,12.64,56.50,94.00,11593.00,,,,9.09,12.75,7.91,721535.58,175868.92,545666.66,722932.04,416664.00,348768.00,67896.00,144381.00,85709.00,12150.04,,64028.00,,174794.00,118999.00,110499.00,8500.00,9540.00,4658.00,41597.00,,548138.04,297665.00,238269.00,59396.00,134841.00,81051.00,12150.04,,22431.00,,,ND,5422.56,1849.65,3572.91,9225.52,5818.00,5099.00,719.00,878.00,1777.00,327.52,,425.00,,2631.00,1931.00,1928.00,3.00,215.00,90.00,395.00,,6594.52,3887.00,3171.00,716.00,663.00,1687.00,327.52,,30.00,,,ND
1988-09,ND,,ND,,,12.93,56.30,94.00,11530.00,,,,2.35,10.99,-0.44,722947.69,177480.12,545467.57,725838.00,418134.00,351421.00,66713.00,144833.00,86523.00,12467.00,,63881.00,,176366.00,120683.00,112460.00,8223.00,9755.00,4702.00,41226.00,,549472.00,297451.00,238961.00,58490.00,135078.00,81821.00,12467.00,,22655.00,,,286351.00,1412.10,1611.20,-199.09,2905.96,1470.00,2653.00,-1183.00,452.00,814.00,316.96,,-147.00,,1572.00,1684.00,1961.00,-277.00,215.00,44.00,-371.00,,1333.96,-214.00,692.00,-906.00,237.00,770.00,316.96,,224.00,,,2767.33
1988-10,ND,,ND,,,13.10,56.30,94.00,11845.00,,,,5.24,15.90,1.77,726105.33,179832.14,546273.18,728134.66,418335.00,352273.00,66062.00,145027.00,87282.00,12714.66,,64776.00,,178431.00,121977.00,113653.00,8324.00,9970.00,4739.00,41745.00,,549703.66,296358.00,238620.00,57738.00,135057.00,82543.00,12714.66,,23031.00,,,ND,3157.64,2352.02,805.62,2296.66,201.00,852.00,-651.00,194.00,759.00,247.66,,895.00,,2065.00,1294.00,1193.00,101.00,215.00,37.00,519.00,,231.66,-1093.00,-341.00,-752.00,-21.00,722.00,247.66,,376.00,,,ND
1988-11,11.22,,15.06,,,13.20,56.20,94.00,11975.00,,,,5.87,21.21,0.83,729660.07,183011.11,546648.97,732665.34,421342.00,354935.00,66407.00,144540.00,87846.00,12954.34,,65983.00,,183671.00,125845.00,117327.00,8518.00,10185.00,4766.00,42875.00,,548994.34,295497.00,237608.00,57889.00,134355.00,83080.00,12954.34,,23108.00,,,ND,3554.75,3178.96,375.78,4530.67,3007.00,2662.00,345.00,-487.00,564.00,239.67,,1207.00,,5240.00,3868.00,3674.00,194.00,215.00,27.00,1130.00,,-709.33,-861.00,-1012.00,151.00,-702.00,537.00,239.67,,77.00,,,ND
1988-12,ND,,ND,,,13.25,56.30,94.00,12068.00,,,,3.71,10.37,1.48,731917.76,184593.12,547324.64,745206.40,427568.60,360816.00,66752.60,144677.00,88339.80,13202.00,,71419.00,,194459.90,131764.00,123020.00,8744.00,10400.00,4788.90,47507.00,,550746.50,295804.60,237796.00,58008.60,134277.00,83550.90,13202.00,,23912.00,,,285420.90,2257.68,1582.01,675.67,12541.06,6226.60,5881.00,345.60,137.00,493.80,247.66,,5436.00,,10788.90,5919.00,5693.00,226.00,215.00,22.90,4632.00,,1752.16,307.60,188.00,119.60,-78.00,470.90,247.66,,804.00,,,-310.03
1989-01,ND,,ND,,,13.27,56.20,94.00,11956.00,,,,0.01,-55.71,18.80,749023.08,185723.07,563300.01,753009.23,420114.00,353344.00,66770.00,139605.00,86665.00,13364.23,,64129.00,29132.00,189610.00,122809.00,114143.00,8666.00,10615.00,4706.00,40707.00,10773.00,563399.23,297305.00,239201.00,58104.00,128990.00,81959.00,13364.23,,23422.00,18359.00,,ND,5.32,-8570.05,8575.37,-9297.17,-7454.60,-7472.00,17.40,4928.00,-1674.80,162.23,,-7290.00,,-14549.90,-8955.00,-8877.00,-78.00,215.00,-82.90,-6800.00,,5252.73,1500.40,1405.00,95.40,4713.00,-1591.90,162.23,,-490.00,,,ND
1989-02,11.76,,15.22,,,13.07,55.70,92.00,11819.00,,,,6.20,12.22,4.21,752893.00,187614.80,565278.20,749701.77,419713.00,353025.00,66688.00,138587.00,86482.00,13510.77,,61359.00,30050.00,187301.00,121309.00,112734.00,8575.00,10830.00,4704.00,38728.00,11730.00,562400.77,298404.00,240291.00,58113.00,127757.00,81778.00,13510.77,,22631.00,18320.00,,ND,3869.92,1891.73,1978.19,-3307.47,-401.00,-319.00,-82.00,-1018.00,-183.00,146.53,,-2770.00,918.00,-2309.00,-1500.00,-1409.00,-91.00,215.00,-2.00,-1979.00,957.00,-998.47,1099.00,1090.00,9.00,-1233.00,-181.00,146.53,,-791.00,-39.00,,ND
1989-03,ND,,ND,,,13.07,55.40,92.00,11867.00,,,,11.36,21.17,8.10,760018.34,190924.09,569094.25,753193.00,421578.00,355578.00,66000.00,137454.00,86747.00,13673.00,,60364.00,33377.00,188471.00,120495.00,112088.00,8407.00,11045.00,4727.00,37880.00,14324.00,564722.00,301083.00,243490.00,57593.00,126409.00,82020.00,13673.00,,22484.00,19053.00,,285331.00,7125.34,3309.29,3816.05,3491.23,1865.00,2553.00,-688.00,-1133.00,265.00,162.23,,-995.00,3327.00,1170.00,-814.00,-646.00,-168.00,215.00,23.00,-848.00,2594.00,2321.23,2679.00,3199.00,-520.00,-1348.00,242.00,162.23,,-147.00,733.00,,-2496.63
1989-04,ND,,ND,,,12.10,53.40,91.00,11886.00,,,,7.41,13.94,5.22,764712.45,193141.59,571570.85,759276.91,426070.00,359803.00,66267.00,138968.00,87394.00,13860.91,,60467.00,32517.00,190797.00,122623.00,114262.00,8361.00,11260.00,4770.00,37975.00,14169.00,568479.91,303447.00,245541.00,57906.00,127708.00,82624.00,13860.91,,22492.00,18348.00,,ND,4694.11,2217.50,2476.61,6083.91,4492.00,4225.00,267.00,1514.00,647.00,187.91,,103.00,-860.00,2326.00,2128.00,2174.00,-46.00,215.00,43.00,95.00,-155.00,3757.91,2364.00,2051.00,313.00,1299.00,604.00,187.91,,8.00,-705.00,,ND
1989-05,12.44,,15.65,,,11.80,52.70,91.00,11973.00,,,,7.16,12.52,5.35,769275.70,195155.98,574119.72,764084.09,427900.00,361528.00,66372.00,140489.00,87836.00,14055.09,,61157.00,32647.00,192720.00,123312.00,115018.00,8294.00,11475.00,4803.00,38507.00,14623.00,571364.09,304588.00,246510.00,58078.00,129014.00,83033.00,14055.09,,22650.00,18024.00,,ND,4563.26,2014.39,2548.87,4807.18,1830.00,1725.00,105.00,1521.00,442.00,194.18,,690.00,130.00,1923.00,689.00,756.00,-67.00,215.00,33.00,532.00,454.00,2884.18,1141.00,969.00,172.00,1306.00,409.00,194.18,,158.00,-324.00,,ND
1989-06,ND,,ND,,,11.96,53.00,91.00,12065.00,,,,6.16,15.54,2.98,773227.11,197683.95,575543.16,769617.00,429167.00,363704.00,65463.00,142103.00,88288.00,14243.00,,61281.00,34535.00,195893.00,123682.00,115580.00,8102.00,11690.00,4836.00,38513.00,17172.00,573724.00,305485.00,248124.00,57361.00,130413.00,83452.00,14243.00,,22768.00,17363.00,,290431.00,3951.41,2527.97,1423.44,5532.91,1267.00,2176.00,-909.00,1614.00,452.00,187.91,,124.00,1888.00,3173.00,370.00,562.00,-192.00,215.00,33.00,6.00,2549.00,2359.91,897.00,1614.00,-717.00,1399.00,419.00,187.91,,118.00,-661.00,,1700.00
1989-07,ND,,ND,,,11.94,52.90,91.00,12108.00,,,,4.71,11.20,2.48,776260.08,199528.82,576731.26,773195.77,430505.00,365107.00,65398.00,142633.00,88951.00,14469.77,,61386.00,35251.00,197418.00,124229.00,116214.00,8015.00,11905.00,4880.00,38619.00,17785.00,575777.77,306276.00,248893.00,57383.00,130728.00,84071.00,14469.77,,22767.00,17466.00,,ND,3032.97,1844.87,1188.10,3578.77,1338.00,1403.00,-65.00,530.00,663.00,226.77,,105.00,716.00,1525.00,547.00,634.00,-87.00,215.00,44.00,106.00,613.00,2053.77,791.00,769.00,22.00,315.00,619.00,226.77,,-1.00,103.00,,ND
1989-08,12.13,,15.45,,,12.22,52.90,90.00,11949.00,,,,4.04,14.04,0.59,778876.50,201862.61,577013.90,780190.54,434038.00,368832.00,65206.00,143205.00,90316.00,14696.54,,62291.00,35644.00,200795.00,125996.00,118083.00,7913.00,12120.00,4964.00,39238.00,18477.00,579395.54,308042.00,250749.00,57293.00,131085.00,85352.00,14696.54,,23053.00,17167.00,,ND,2616.42,2333.79,282.64,6994.77,3533.00,3725.00,-192.00,572.00,1365.00,226.77,,905.00,393.00,3377.00,1767.00,1869.00,-102.00,215.00,84.00,619.00,692.00,3617.77,1766.00,1856.00,-90.00,357.00,1281.00,226.77,,286.00,-299.00,,ND
1989-09,ND,,ND,,,12.42,53.10,88.00,11841.00,,,,4.54,7.81,3.39,781822.09,203176.98,578645.11,784207.00,436267.00,371715.00,64552.00,144432.00,90948.00,14916.00,,61809.00,35835.00,202075.00,127169.00,119413.00,7756.00,12335.00,5007.00,38683.00,18881.00,582132.00,309098.00,252302.00,56796.00,132097.00,85941.00,14916.00,,23126.00,16954.00,,293292.00,2945.59,1314.37,1631.21,4016.46,2229.00,2883.00,-654.00,1227.00,632.00,219.46,,-482.00,191.00,1280.00,1173.00,1330.00,-157.00,215.00,43.00,-555.00,404.00,2736.46,1056.00,1553.00,-497.00,1012.00,589.00,219.46,,73.00,-213.00,,953.67
1989-10,ND,,ND,,,13.04,54.40,88.00,11965.00,,,,5.72,10.33,4.10,785545.65,204925.86,580619.79,787047.03,437243.00,373483.00,63760.00,141472.00,91323.00,15291.03,,61703.00,40015.00,203516.00,127994.00,120410.00,7584.00,12550.00,5036.00,38415.00,19521.00,583531.03,309249.00,253073.00,56176.00,128922.00,86287.00,15291.03,,23288.00,20494.00,,ND,3723.56,1748.88,1974.68,2840.03,976.00,1768.00,-792.00,-2960.00,375.00,375.03,,-106.00,4180.00,1441.00,825.00,997.00,-172.00,215.00,29.00,-268.00,640.00,1399.03,151.00,771.00,-620.00,-3175.00,346.00,375.03,,162.00,3540.00,,ND
1989-11,11.94,,15.42,,,13.27,55.10,89.00,12279.00,,,,7.26,15.81,4.24,790297.25,207625.30,582671.95,793165.97,439345.00,376021.00,63324.00,140864.00,91367.00,15653.97,,63205.00,42731.00,208416.00,129983.00,122527.00,7456.00,12765.00,5047.00,39285.00,21336.00,584749.97,309362.00,253494.00,55868.00,128099.00,86320.00,15653.97,,23920.00,21395.00,,ND,4751.60,2699.43,2052.16,6118.94,2102.00,2538.00,-436.00,-608.00,44.00,362.94,,1502.00,2716.00,4900.00,1989.00,2117.00,-128.00,215.00,11.00,870.00,1815.00,1218.94,113.00,421.00,-308.00,-823.00,33.00,362.94,,632.00,901.00,,ND
1989-12,ND,,ND,,,13.27,55.10,89.00,12301.00,,,,6.55,20.83,1.46,794612.18,211229.83,583382.34,809285.00,445840.00,383309.00,62531.00,138858.00,91654.00,16029.00,,69569.00,47335.00,222295.00,138098.00,130811.00,7287.00,12980.00,5072.00,43518.00,22627.00,586990.00,307742.00,252498.00,55244.00,125878.00,86582.00,16029.00,,26051.00,24708.00,,290885.00,4314.92,3604.53,710.39,16119.03,6495.00,7288.00,-793.00,-2006.00,287.00,375.03,,6364.00,4604.00,13879.00,8115.00,8284.00,-169.00,215.00,25.00,4233.00,1291.00,2240.03,-1620.00,-996.00,-624.00,-2221.00,262.00,375.03,,2131.00,3313.00,,-802.33
1990-01,ND,,ND,,,12.64,54.70,89.00,12381.00,,,,4.69,13.73,1.41,797714.86,213647.44,584067.42,802841.79,443402.00,382385.00,61017.00,138453.00,91140.00,16280.79,,66478.00,47088.00,217901.00,135518.00,128481.00,7037.00,13195.00,5050.00,41288.00,22850.00,584940.79,307884.00,253904.00,53980.00,125258.00,86090.00,16280.79,,25190.00,24238.00,,ND,3102.69,2417.61,685.08,-6443.21,-2438.00,-924.00,-1514.00,-405.00,-514.00,251.79,,-3091.00,-247.00,-4394.00,-2580.00,-2330.00,-250.00,215.00,-22.00,-2230.00,223.00,-2049.21,142.00,1406.00,-1264.00,-620.00,-492.00,251.79,,-861.00,-470.00,,ND
1990-02,11.80,,15.27,,,12.67,54.70,88.00,12053.00,,,,1.59,16.05,-3.70,798773.19,216504.57,582268.62,796345.21,437737.00,377311.00,60426.00,136479.00,90510.00,16508.21,,63812.00,51299.00,216062.00,132047.00,125151.00,6896.00,13410.00,5022.00,39379.00,26204.00,580283.21,305690.00,252160.00,53530.00,123069.00,85488.00,16508.21,,24433.00,25095.00,,ND,1058.32,2857.13,-1798.80,-6496.58,-5665.00,-5074.00,-591.00,-1974.00,-630.00,227.42,,-2666.00,4211.00,-1839.00,-3471.00,-3330.00,-141.00,215.00,-28.00,-1909.00,3354.00,-4657.58,-2194.00,-1744.00,-450.00,-2189.00,-602.00,227.42,,-757.00,857.00,,ND
1990-03,ND,,ND,,,12.31,54.30,88.00,12216.00,,,,-0.04,6.01,-2.29,798748.09,217589.37,581158.72,792320.00,433139.00,372789.00,60350.00,134945.00,90034.00,16760.00,,63512.00,53930.00,214920.00,129137.00,122322.00,6815.00,13625.00,5002.00,39193.00,27963.00,577400.00,304002.00,250467.00,53535.00,121320.00,85032.00,16760.00,,24319.00,25967.00,,287502.00,-25.10,1084.80,-1109.90,-4025.21,-4598.00,-4522.00,-76.00,-1534.00,-476.00,251.79,,-300.00,2631.00,-1142.00,-2910.00,-2829.00,-81.00,215.00,-20.00,-186.00,1759.00,-2883.21,-1688.00,-1693.00,5.00,-1749.00,-456.00,251.79,,-114.00,872.00,,-1127.67
1990-04,ND,,ND,,,12.21,54.20,87.00,12089.00,,,,-0.00,12.02,-4.50,798747.01,219769.62,578977.38,793294.37,434047.00,374395.00,59652.00,134949.00,90144.00,16936.37,,63254.00,53964.00,217045.00,131131.00,124262.00,6869.00,13840.00,5015.00,38886.00,28173.00,576249.37,302916.00,250133.00,52783.00,121109.00,85129.00,16936.37,,24368.00,25791.00,,ND,-1.08,2180.26,-2181.34,974.37,908.00,1606.00,-698.00,4.00,110.00,176.37,,-258.00,34.00,2125.00,1994.00,1940.00,54.00,215.00,13.00,-307.00,210.00,-1150.63,-1086.00,-334.00,-752.00,-211.00,97.00,176.37,,49.00,-176.00,,ND
1990-05,11.82,,15.41,,,12.23,54.50,87.00,12064.00,,,,1.51,19.15,-5.19,799751.03,223276.19,576474.84,794021.63,431875.00,373770.00,58105.00,134847.00,90290.00,17118.63,,63623.00,56268.00,220506.00,132439.00,125619.00,6820.00,14055.00,5030.00,39138.00,29844.00,573515.63,299436.00,248151.00,51285.00,120792.00,85260.00,17118.63,,24485.00,26424.00,,ND,1004.03,3506.57,-2502.55,727.25,-2172.00,-625.00,-1547.00,-102.00,146.00,182.25,,369.00,2304.00,3461.00,1308.00,1357.00,-49.00,215.00,15.00,252.00,1671.00,-2733.75,-3480.00,-1982.00,-1498.00,-317.00,131.00,182.25,,117.00,633.00,,ND
1990-06,ND,,ND,,,12.58,54.80,87.00,12108.00,,,,4.71,12.84,1.57,802892.74,225664.82,577227.92,798712.00,429407.00,372319.00,57088.00,134791.00,90360.00,17295.00,,63901.00,62958.00,223520.00,129344.00,122516.00,6828.00,14270.00,5041.00,39454.00,35411.00,575192.00,300063.00,249803.00,50260.00,120521.00,85319.00,17295.00,,24447.00,27547.00,,289637.00,3141.71,2388.62,753.08,4690.37,-2468.00,-1451.00,-1017.00,-56.00,70.00,176.37,,278.00,6690.00,3014.00,-3095.00,-3103.00,8.00,215.00,11.00,316.00,5567.00,1676.37,627.00,1652.00,-1025.00,-271.00,59.00,176.37,,-38.00,1123.00,,711.67
1990-07,ND,,ND,,,12.68,54.90,86.00,12125.00,,,,5.97,20.85,0.15,806887.50,229586.26,577301.24,803027.08,429591.00,373236.00,56355.00,137389.00,90842.00,17488.08,,63626.00,64091.00,227119.00,132149.00,125248.00,6901.00,14485.00,5074.00,39239.00,36172.00,575908.08,297442.00,247988.00,49454.00,122904.00,85768.00,17488.08,,24387.00,27919.00,,ND,3994.76,3921.44,73.32,4315.08,184.00,917.00,-733.00,2598.00,482.00,193.08,,-275.00,1133.00,3599.00,2805.00,2732.00,73.00,215.00,33.00,-215.00,761.00,716.08,-2621.00,-1815.00,-806.00,2383.00,449.00,193.08,,-60.00,372.00,,ND
1990-08,11.89,,15.46,,,12.62,54.80,86.00,11939.00,,,,2.78,14.78,-1.99,808758.57,232414.91,576343.66,809530.15,432103.00,377272.00,54831.00,137649.00,91672.00,17681.15,,64764.00,65661.00,231241.00,133553.00,126683.00,6870.00,14700.00,5128.00,40170.00,37690.00,578289.15,298550.00,250589.00,47961.00,122949.00,86544.00,17681.15,,24594.00,27971.00,,ND,1871.07,2828.65,-957.57,6503.08,2512.00,4036.00,-1524.00,260.00,830.00,193.08,,1138.00,1570.00,4122.00,1404.00,1435.00,-31.00,215.00,54.00,931.00,1518.00,2381.08,1108.00,2601.00,-1493.00,45.00,776.00,193.08,,207.00,52.00,,ND
1990-09,ND,,ND,,,12.34,54.30,85.00,11837.00,,,,2.49,11.93,-1.32,810436.23,234725.03,575711.19,812302.00,432543.00,379467.00,53076.00,138788.00,91628.00,17868.00,,64302.00,67173.00,233653.00,134216.00,127415.00,6801.00,14915.00,5132.00,39773.00,39617.00,578649.00,298327.00,252052.00,46275.00,123873.00,86496.00,17868.00,,24529.00,27556.00,,290258.00,1677.66,2310.13,-632.47,2771.85,440.00,2195.00,-1755.00,1139.00,-44.00,186.85,,-462.00,1512.00,2412.00,663.00,732.00,-69.00,215.00,4.00,-397.00,1927.00,359.85,-223.00,1463.00,-1686.00,924.00,-48.00,186.85,,-65.00,-415.00,,207.00
1990-10,ND,,ND,,,12.57,54.60,85.00,11917.00,,,,3.29,7.39,1.61,812655.11,236170.64,576484.47,813606.31,432465.00,380625.00,51840.00,139215.00,91835.00,18331.31,,63672.00,68088.00,234734.00,134387.00,127425.00,6962.00,15130.00,5151.00,39161.00,40905.00,578872.31,298078.00,253200.00,44878.00,124085.00,86684.00,18331.31,,24511.00,27183.00,,ND,2218.88,1445.60,773.28,1304.31,-78.00,1158.00,-1236.00,427.00,207.00,463.31,,-630.00,915.00,1081.00,171.00,10.00,161.00,215.00,19.00,-612.00,1288.00,223.31,-249.00,1148.00,-1397.00,212.00,188.00,463.31,,-18.00,-373.00,,ND
1990-11,11.62,,15.69,,,12.74,54.60,85.00,11986.00,,,,1.49,15.87,-4.40,813662.66,239294.12,574368.55,816440.69,432269.00,380586.00,51683.00,136329.00,91617.00,18779.69,,65303.00,72143.00,240221.00,137012.00,129752.00,7260.00,15345.00,5145.00,40201.00,42518.00,576219.69,295257.00,250834.00,44423.00,120984.00,86472.00,18779.69,,25102.00,29625.00,,ND,1007.56,3123.48,-2115.93,2834.37,-196.00,-39.00,-157.00,-2886.00,-218.00,448.37,,1631.00,4055.00,5487.00,2625.00,2327.00,298.00,215.00,-6.00,1040.00,1613.00,-2652.63,-2821.00,-2366.00,-455.00,-3101.00,-212.00,448.37,,591.00,2442.00,,ND
1990-12,ND,,ND,,,12.86,54.70,85.00,12140.00,,,,-8.01,-3.27,-9.99,808230.57,238642.62,569587.95,824391.00,431628.00,381982.00,49646.00,133394.00,91597.00,19243.00,,71866.00,76663.00,250909.00,140665.00,133385.00,7280.00,15560.00,5151.00,44915.00,44618.00,573482.00,290963.00,248597.00,42366.00,117834.00,86446.00,19243.00,,26951.00,32045.00,,283891.00,-5432.09,-651.50,-4780.60,7950.31,-641.00,1396.00,-2037.00,-2935.00,-20.00,463.31,,6563.00,4520.00,10688.00,3653.00,3633.00,20.00,215.00,6.00,4714.00,2100.00,-2737.69,-4294.00,-2237.00,-2057.00,-3150.00,-26.00,463.31,,1849.00,2420.00,,-2122.33
1991-01,ND,,ND,,,12.99,54.90,88.00,12229.00,,,,-2.42,0.36,-3.59,806600.50,238714.84,567885.66,812742.49,425817.00,376400.00,49417.00,131249.00,90280.00,19547.49,,67834.00,78015.00,243370.00,134944.00,127083.00,7861.00,15775.00,5268.00,42162.00,45221.00,569372.49,290873.00,249317.00,41556.00,115474.00,85012.00,19547.49,,25672.00,32794.00,,ND,-1630.08,72.21,-1702.29,-11648.51,-5811.00,-5582.00,-229.00,-2145.00,-1317.00,304.49,,-4032.00,1352.00,-7539.00,-5721.00,-6302.00,581.00,215.00,117.00,-2753.00,603.00,-4109.51,-90.00,720.00,-810.00,-2360.00,-1434.00,304.49,,-1279.00,749.00,,ND
1991-02,11.60,,15.42,,,13.16,55.20,88.00,12081.00,,,,0.64,17.96,-6.64,807030.43,242288.12,564742.31,805204.51,423664.00,374255.00,49409.00,128806.00,89167.00,19822.51,,64494.00,79251.00,241818.00,135733.00,127259.00,8474.00,15990.00,5392.00,39738.00,44965.00,563386.51,287931.00,246996.00,40935.00,112816.00,83775.00,19822.51,,24756.00,34286.00,,ND,429.94,3573.29,-3143.35,-7537.98,-2153.00,-2145.00,-8.00,-2443.00,-1113.00,275.02,,-3340.00,1236.00,-1552.00,789.00,176.00,613.00,215.00,124.00,-2424.00,-256.00,-5985.98,-2942.00,-2321.00,-621.00,-2658.00,-1237.00,275.02,,-916.00,1492.00,,ND
1991-03,ND,,ND,,,13.14,55.20,87.00,12121.00,,,,1.96,22.55,-6.87,808351.83,246840.76,561511.07,802207.00,420232.00,370499.00,49733.00,126862.00,88475.00,20127.00,,63260.00,83251.00,243907.00,135671.00,126523.00,9148.00,16205.00,5537.00,38754.00,47740.00,558300.00,284561.00,243976.00,40585.00,110657.00,82938.00,20127.00,,24506.00,35511.00,,275396.00,1321.39,4552.63,-3231.24,-2997.51,-3432.00,-3756.00,324.00,-1944.00,-692.00,304.49,,-1234.00,4000.00,2089.00,-62.00,-736.00,674.00,215.00,145.00,-984.00,2775.00,-5086.51,-3370.00,-3020.00,-350.00,-2159.00,-837.00,304.49,,-250.00,1225.00,,-2831.67
